REPORTED GENE(S)	CHR_ID	CHR_POS	SNPS	P-VALUE	PUBMEDID	INITIAL SAMPLE SIZE
UBAC1	9	136371953	rs10781499	2.00E-16	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
QSOX2	9	136371953	rs10781499	2.00E-16	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
GPSM1	9	136371953	rs10781499	2.00E-16	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
CARD9	9	136371953	rs10781499	2.00E-16	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
SNAPC4	9	136371953	rs10781499	2.00E-16	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
SDCCAG3	9	136371953	rs10781499	2.00E-16	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
PMPCA	9	136371953	rs10781499	2.00E-16	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
SEC16A	9	136371953	rs10781499	2.00E-16	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
C9orf163	9	136371953	rs10781499	2.00E-16	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
NOTCH1	9	136371953	rs10781499	2.00E-16	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
NACC2	9	136371953	rs10781499	2.00E-16	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
INPP5E	9	136371953	rs10781499	2.00E-16	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
INPP5E	9	136371953	rs10781499	3.00E-19	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
SDCCAG3	9	136371953	rs10781499	3.00E-19	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
SEC16A	9	136371953	rs10781499	3.00E-19	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
CARD9	9	136371953	rs10781499	3.00E-19	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
SNAPC4	9	136371953	rs10781499	3.00E-19	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
CARD9	9	136372044	rs4077515	5.00E-08	20228799	2,693 European ancestry cases, 6,791 European ancestry controls
CARD9	9	136374886	rs10781500	7.00E-06	19915572	2,361 European ancestry cases, 5,417 European ancestry controls
MAP3K8	10	30439172	rs1042058	5.00E-06	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
CCNY	10	35265126	rs12261843	7.00E-10	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
ADO	10	62685804	rs10761659	1.00E-15	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
ZNF365	10	62685804	rs10761659	1.00E-15	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
COL13A1	10	69783412	rs2642575	5.00E-06	25082827	up to 7,483 European ancestry cases, up to 21,211 European ancestry controls
HLA-DRA	10	75052692	rs2395128	2.00E-07	28008999	269 Polish ancestry child cases, 259 Polish ancestry adult cases, 582 Polish ancestry controls
NKX2-3	10	99524480	rs4409764	2.00E-21	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
NKX2-3	10	99530544	rs6584283	2.00E-06	20228798	1,043 European ancestry cases, 1,703 European ancestry controls
NKX2	10	99530544	rs6584283	2.00E-07	19915572	2,361 European ancestry cases, 5,417 European ancestry controls
NKX3	10	99530544	rs6584283	2.00E-07	19915572	2,361 European ancestry cases, 5,417 European ancestry controls
NKX2-3	10	99531836	rs11190140	1.00E-08	20228799	2,693 European ancestry cases, 6,791 European ancestry controls
NFKB2	10	102472959	rs3740415	3.00E-07	26192919	6,968 European ancestry cases, 20,464 European ancestry controls
TRIM8	10	102472959	rs3740415	3.00E-07	26192919	6,968 European ancestry cases, 20,464 European ancestry controls
TMEM180	10	102472959	rs3740415	3.00E-07	26192919	6,968 European ancestry cases, 20,464 European ancestry controls
CPXM2	10	123757564	rs4246949	7.00E-06	25082827	up to 7,483 European ancestry cases, up to 21,211 European ancestry controls
METTL10	10	124750812	rs111456533	1.00E-06	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
FAM175B	10	124750812	rs111456533	1.00E-06	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
RP11-12J10.3	10	124750812	rs111456533	1.00E-06	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
FAM53B	10	124750812	rs111456533	1.00E-06	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
LSP1	11	1852842	rs907611	1.00E-07	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
FLJ78302	11	1852842	rs907611	1.00E-08	26192919	6,968 European ancestry cases, 20,464 European ancestry controls
LTF	11	1852842	rs907611	1.00E-08	26192919	6,968 European ancestry cases, 20,464 European ancestry controls
CCR1	11	1852842	rs907611	1.00E-08	26192919	6,968 European ancestry cases, 20,464 European ancestry controls
CCR2	11	1852842	rs907611	1.00E-08	26192919	6,968 European ancestry cases, 20,464 European ancestry controls
CCR3	11	1852842	rs907611	1.00E-08	26192919	6,968 European ancestry cases, 20,464 European ancestry controls
CCR5	11	1852842	rs907611	1.00E-08	26192919	6,968 European ancestry cases, 20,464 European ancestry controls
LSP1	11	1852842	rs907611	1.00E-10	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
OR5B2	11	58641214	rs11229555	9.00E-06	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
OR5B12	11	58641214	rs11229555	9.00E-06	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
OR5B21	11	58641214	rs11229555	9.00E-06	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
AP001350.1	11	58641214	rs11229555	9.00E-06	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
ZFP91	11	58641214	rs11229555	9.00E-06	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
ZFP91-CNTF	11	58641214	rs11229555	9.00E-06	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
CNTF	11	58641214	rs11229555	9.00E-06	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
LPXN	11	58641214	rs11229555	9.00E-06	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
GLYAT	11	58641214	rs11229555	9.00E-06	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
Intergenic	11	76588605	rs11236797	5.00E-15	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
MAML2	11	96290263	rs483905	7.00E-07	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
MAML2	11	96290263	rs483905	1.00E-08	23128233	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls
JRKL	11	96290263	rs483905	1.00E-08	23128233	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls
NXPE1	11	114516108	rs561722	5.00E-17	23128233	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls
NXPE4	11	114516108	rs561722	5.00E-17	23128233	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls
RBM7	11	114526441	rs200349593	2.00E-09	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
REXO2	11	114526441	rs200349593	2.00E-09	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
NXPE4	11	114526441	rs200349593	2.00E-09	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
NXPE1	11	114526441	rs200349593	2.00E-09	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
RP11-212D19.4	11	114526441	rs200349593	2.00E-09	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
GRAMD1B	11	123459759	rs56404409	6.00E-06	28008999	269 Polish ancestry child cases, 259 Polish ancestry adult cases, 582 Polish ancestry controls
ETS1	11	128511079	rs11221332	6.00E-06	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
HDAC7	12	47814585	rs11168249	3.00E-07	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
IFNG	12	68106295	rs7134599	1.00E-16	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
IL26	12	68106295	rs7134599	1.00E-16	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
IFNG	12	68110812	rs1558744	3.00E-12	19122664	1,022 European ancestry cases, 2,503 European ancestry controls
IL26	12	68110812	rs1558744	3.00E-12	19122664	1,022 European ancestry cases, 2,503 European ancestry controls
IL22	12	68110812	rs1558744	3.00E-12	19122664	1,022 European ancestry cases, 2,503 European ancestry controls
IFNG	12	68110812	rs1558744	4.00E-12	20228799	2,693 European ancestry cases, 6,791 European ancestry controls
IL26	12	68110812	rs1558744	4.00E-12	20228799	2,693 European ancestry cases, 6,791 European ancestry controls
Intergenic	12	68114342	rs11614178	1.00E-29	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
IL26	12	68202881	rs2870946	5.00E-07	19122664	1,022 European ancestry cases, 2,503 European ancestry controls
PRKAB1	12	119709120	rs11064881	2.00E-07	26192919	6,968 European ancestry cases, 20,464 European ancestry controls
USP12	13	26957130	rs17085007	7.00E-08	19915573	376 Japanese ancestry cases, 934 Japanese ancestry controls
Intergernic	13	26957130	rs17085007	8.00E-06	23511034	388 Korean ancestry cases, 739 Korean ancestry controls
Intergenic	13	26957130	rs17085007	1.00E-14	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
Intergenic	13	40439840	rs941823	4.00E-07	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
EXD1	15	41271752	rs28374715	3.00E-07	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
OIP5	15	41271752	rs28374715	3.00E-07	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
NUSAP1	15	41271752	rs28374715	3.00E-07	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
RTF1	15	41271752	rs28374715	3.00E-07	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
INO80	15	41271752	rs28374715	3.00E-07	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
CHP1	15	41271752	rs28374715	3.00E-07	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
NDUFAF1	15	41271752	rs28374715	3.00E-07	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
ITPKA	15	41271752	rs28374715	2.00E-08	23128233	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls
NDUFAF1	15	41271752	rs28374715	2.00E-08	23128233	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls
NUSAP1	15	41271752	rs28374715	2.00E-08	23128233	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls
SEMA6D	15	47761032	rs501916	5.00E-07	28008999	269 Polish ancestry child cases, 259 Polish ancestry adult cases, 582 Polish ancestry controls
SEMA6D	15	47761032	rs501916	4.00E-10	28008999	269 Polish ancestry child cases, 259 Polish ancestry adult cases, 582 Polish ancestry controls
SMAD3	15	67150258	rs17293632	2.00E-08	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
CRTC3	15	90629669	rs7495132	3.00E-06	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
CIITA	16	10881454	rs4781011	3.00E-06	20228799	2,693 European ancestry cases, 6,791 European ancestry controls
PRKCB	16	23853269	rs7404095	2.00E-07	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
ITGAL	16	30471173	rs11150589	1.00E-06	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
ITGAL	16	30471173	rs11150589	6.00E-10	23128233	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls
ADCY7	16	50301163	rs78534766	3.00E-13	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
ADCY7	16	50301163	rs78534766	1.00E-14	28067910	7,760 European ancestry cases, 16,065 European ancestry controls
ZFP90	16	68557327	rs1728785	4.00E-08	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
CDH3	16	68557327	rs1728785	4.00E-08	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
ZFP90	16	68557327	rs1728785	4.00E-08	23128233	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls
CDH1	16	68557327	rs1728785	3.00E-08	19915572	2,361 European ancestry cases, 5,417 European ancestry controls
ZFP90	16	68640885	rs6499188	4.00E-08	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
PLCG2	16	81883307	rs11548656	8.00E-08	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
IRF8	16	85976134	rs16940186	4.00E-10	23511034	388 Korean ancestry cases, 739 Korean ancestry controls
Intergenic	16	85980635	rs16940202	3.00E-10	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
GSDMB	17	39756124	rs12946510	2.00E-16	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
ORMDL3	17	39756124	rs12946510	2.00E-16	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
LRRC3C	17	39756124	rs12946510	2.00E-16	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
GRB7	17	39756124	rs12946510	2.00E-16	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
ZPBP2	17	39756124	rs12946510	2.00E-16	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
GSDMA	17	39756124	rs12946510	2.00E-16	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
IKZF3	17	39756124	rs12946510	2.00E-16	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
GSDML	17	39884510	rs2872507	5.00E-11	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
IKZF3	17	39884510	rs2872507	5.00E-11	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
ZPBP2	17	39884510	rs2872507	5.00E-11	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
ORMDL3	17	39884510	rs2872507	5.00E-11	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
PNMT	17	39884510	rs2872507	5.00E-11	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
GSDML	17	39905943	rs2305480	3.00E-08	20228799	2,693 European ancestry cases, 6,791 European ancestry controls
ORMDL3	17	39905943	rs2305480	3.00E-08	20228799	2,693 European ancestry cases, 6,791 European ancestry controls
STAC2	17	39905943	rs2305480	3.00E-08	20228799	2,693 European ancestry cases, 6,791 European ancestry controls
FBXL20	17	39905943	rs2305480	3.00E-08	20228799	2,693 European ancestry cases, 6,791 European ancestry controls
MED1	17	39905943	rs2305480	3.00E-08	20228799	2,693 European ancestry cases, 6,791 European ancestry controls
CRKRS	17	39905943	rs2305480	3.00E-08	20228799	2,693 European ancestry cases, 6,791 European ancestry controls
PPP1R1B	17	39905943	rs2305480	3.00E-08	20228799	2,693 European ancestry cases, 6,791 European ancestry controls
STARD3	17	39905943	rs2305480	3.00E-08	20228799	2,693 European ancestry cases, 6,791 European ancestry controls
TCAP	17	39905943	rs2305480	3.00E-08	20228799	2,693 European ancestry cases, 6,791 European ancestry controls
PNMT	17	39905943	rs2305480	3.00E-08	20228799	2,693 European ancestry cases, 6,791 European ancestry controls
PERLD1	17	39905943	rs2305480	3.00E-08	20228799	2,693 European ancestry cases, 6,791 European ancestry controls
ERBB2	17	39905943	rs2305480	3.00E-08	20228799	2,693 European ancestry cases, 6,791 European ancestry controls
C17orf37	17	39905943	rs2305480	3.00E-08	20228799	2,693 European ancestry cases, 6,791 European ancestry controls
GRB7	17	39905943	rs2305480	3.00E-08	20228799	2,693 European ancestry cases, 6,791 European ancestry controls
IKZF3	17	39905943	rs2305480	3.00E-08	20228799	2,693 European ancestry cases, 6,791 European ancestry controls
ZPBP2	17	39905943	rs2305480	3.00E-08	20228799	2,693 European ancestry cases, 6,791 European ancestry controls
NEUROD2	17	39905943	rs2305480	3.00E-08	20228799	2,693 European ancestry cases, 6,791 European ancestry controls
NAGLU	17	42375526	rs12942547	1.00E-10	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
STAT5A	17	42375526	rs12942547	1.00E-10	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
PTRF	17	42375526	rs12942547	1.00E-10	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
STAT5B	17	42375526	rs12942547	1.00E-10	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
STAT3	17	42375526	rs12942547	1.00E-10	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
ATP6V0A1	17	42375526	rs12942547	1.00E-10	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
SLC39A11	17	72646784	rs17780256	4.00E-10	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
Intergenic	19	33240645	rs17694108	1.00E-08	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
CALM3	19	46620526	rs1126510	2.00E-09	23128233	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls
FCAR	19	54871595	rs11672983	1.00E-07	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
KIR3DL1	19	54871595	rs11672983	1.00E-07	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
KIR3DL2	19	54871595	rs11672983	1.00E-07	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
C20orf71	20	33130847	rs6059101	4.00E-06	20848476	324 European ancestry medically refractory ulcerative colitis cases, 537 European ancestry non-medically refractory ulcerative colitis cases, 2,601 European ancestry controls
C20orf70	20	33130847	rs6059101	4.00E-06	20848476	324 European ancestry medically refractory ulcerative colitis cases, 537 European ancestry non-medically refractory ulcerative colitis cases, 2,601 European ancestry controls
UQCC	20	35211477	rs6088765	2.00E-08	23128233	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls
CEP250	20	35211477	rs6088765	2.00E-08	23128233	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls
PROCR	20	35211477	rs6088765	2.00E-08	23128233	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls
C20orf62	20	44436388	rs6017342	4.00E-30	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
SERINC3	20	44436388	rs6017342	4.00E-30	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
PKIG	20	44436388	rs6017342	4.00E-30	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
Z97053.1	20	44436388	rs6017342	4.00E-30	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
TTPAL	20	44436388	rs6017342	4.00E-30	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
ADA	20	44436388	rs6017342	4.00E-30	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
HNF4A	20	44436388	rs6017342	1.00E-43	23128233	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls
ADA	20	44436388	rs6017342	1.00E-43	23128233	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls
HNF4A	20	44436388	rs6017342	9.00E-17	19915572	2,361 European ancestry cases, 5,417 European ancestry controls
SERINC3	20	44436388	rs6017342	1.00E-20	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
TNFRSF6B	20	63696229	rs2297441	2.00E-10	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
SLC2A4RG	20	63696229	rs2297441	2.00E-10	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
STMN3	20	63696229	rs2297441	2.00E-10	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
ZBTB46	20	63696229	rs2297441	2.00E-10	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
ZGPAT	20	63696229	rs2297441	2.00E-10	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
RTEL1	20	63696229	rs2297441	2.00E-10	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
TNFRSF6B	20	63697746	rs6062496	9.00E-17	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
ARFRP1	20	63697746	rs6062496	9.00E-17	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
LIME1	20	63697746	rs6062496	9.00E-17	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
RP4-583P15.14	20	63697746	rs6062496	9.00E-17	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
STMN3	20	63697746	rs6062496	9.00E-17	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
RTEL1	20	63697746	rs6062496	9.00E-17	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
RTEL1-TNFRSF6B	20	63697746	rs6062496	9.00E-17	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
ZGPAT	20	63697746	rs6062496	9.00E-17	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
RP4-583P15.15	20	63697746	rs6062496	9.00E-17	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
SLC2A4RG	20	63697746	rs6062496	9.00E-17	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
ZBTB46	20	63697746	rs6062496	9.00E-17	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
Intergenic	21	15445619	rs2823286	2.00E-13	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
Intergenic	21	39093608	rs2836878	2.00E-32	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
PSMG1	21	39093608	rs2836878	1.00E-08	20228799	2,693 European ancestry cases, 6,791 European ancestry controls
ICOSLG	21	44195140	rs2838519	6.00E-11	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
Intergenic	21	44195858	rs7282490	5.00E-13	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
YDJC	22	21568615	rs2266959	9.00E-06	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
SDF2L1	22	21568615	rs2266959	9.00E-06	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
UBE2L3	22	21568615	rs2266959	9.00E-06	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
CCDC116	22	21568615	rs2266959	9.00E-06	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
TOM1	22	35333728	rs138788	3.00E-08	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
SYNGR1	22	39263768	rs2413583	3.00E-10	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
RPL3	22	39263768	rs2413583	3.00E-10	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
PIM3	22	49997051	rs5771069	2.00E-10	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
IL17REL	22	49997051	rs5771069	2.00E-10	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
TTLL8	22	49997051	rs5771069	2.00E-10	28067908	12,366 European and unknown ancestry cases, 33,609 European and unknown ancestry controls
IL17REL	22	49997051	rs5771069	4.00E-08	20228798	1,043 European ancestry cases, 1,703 European ancestry controls
IL17REL	22	49997051	rs5771069	2.00E-07	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
PIM3	22	49997051	rs5771069	2.00E-07	21297633	6,687 European ancestry cases, 19,718 European ancestry controls
HLA-DRB1			HLA-DRB1*0103	2.00E-13	29562276	466 European ancestry cases, 2,099 European ancestry controls
HLA-DRB1			HLA-DRB1*1301	7.00E-08	29562276	466 European ancestry cases, 2,099 European ancestry controls
